Journal,ISSN,eISSN,Category,IF,Quartile,Edition
VIROLOGY,0042-6822,1089-862X,VIROLOGY,3.513,Q3,SCIE
CLINICAL AND APPLIED THROMBOSIS-HEMOSTASIS,1076-0296,1938-2723,HEMATOLOGY,3.512,Q3,SCIE
CLINICAL AND APPLIED THROMBOSIS-HEMOSTASIS,1076-0296,1938-2723, PERIPHERAL VASCULAR DISEASE,3.512,Q3,SCIE
ECOLOGICAL MODELLING,0304-3800,1872-7026,ECOLOGY,3.512,Q2,SCIE
ACTA BIOCHIMICA ET BIOPHYSICA SINICA,1672-9145,1745-7270,BIOPHYSICS,3.511,Q2,SCIE
ACTA BIOCHIMICA ET BIOPHYSICA SINICA,1672-9145,1745-7270, BIOCHEMISTRY & MOLECULAR BIOLOGY,3.511,Q3,SCIE
Environment and Planning B-Urban Analytics and City Science,2399-8083,2399-8091,URBAN STUDIES,3.511,Q2,SSCI
Environment and Planning B-Urban Analytics and City Science,2399-8083,2399-8091, GEOGRAPHY,3.511,Q2,SSCI
Environment and Planning B-Urban Analytics and City Science,2399-8083,2399-8091, REGIONAL & URBAN PLANNING,3.511,Q3,SSCI
Environment and Planning B-Urban Analytics and City Science,2399-8083,2399-8091, ENVIRONMENTAL STUDIES,3.511,Q3,SSCI
CATALYSIS COMMUNICATIONS,1566-7367,1873-3905,"CHEMISTRY, PHYSICAL",3.51,Q3,SCIE
JOURNAL OF ARCHAEOLOGICAL SCIENCE,0305-4403,1095-9238,ARCHAEOLOGY,3.508,,AHCI
JOURNAL OF ARCHAEOLOGICAL SCIENCE,0305-4403,1095-9238, ANTHROPOLOGY,3.508,Q1,SSCI
JOURNAL OF ARCHAEOLOGICAL SCIENCE,0305-4403,1095-9238," GEOSCIENCES, MULTIDISCIPLINARY",3.508,Q2,SCIE
INTERNATIONAL JOURNAL OF INFORMATION TECHNOLOGY & DECISION MAKING,0219-6220,1793-6845,OPERATIONS RESEARCH & MANAGEMENT SCIENCE,3.508,Q2,SCIE
INTERNATIONAL JOURNAL OF INFORMATION TECHNOLOGY & DECISION MAKING,0219-6220,1793-6845," COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE",3.508,Q2,SCIE
INTERNATIONAL JOURNAL OF INFORMATION TECHNOLOGY & DECISION MAKING,0219-6220,1793-6845," COMPUTER SCIENCE, INFORMATION SYSTEMS",3.508,Q2,SCIE
INTERNATIONAL JOURNAL OF INFORMATION TECHNOLOGY & DECISION MAKING,0219-6220,1793-6845," COMPUTER SCIENCE, INTERDISCIPLINARY APPLICATIONS",3.508,Q3,SCIE
Journal of Personalized Medicine,,2075-4426,"MEDICINE, GENERAL & INTERNAL",3.508,Q2,SCIE
Journal of Personalized Medicine,,2075-4426, HEALTH CARE SCIENCES & SERVICES,3.508,Q2,SCIE
GOVERNMENT AND OPPOSITION,0017-257X,1477-7053,POLITICAL SCIENCE,3.508,Q1,SSCI
Journal of Natural Fibers,1544-0478,1544-046X,"MATERIALS SCIENCE, TEXTILES",3.507,Q1,SCIE
JOURNAL OF SHOULDER AND ELBOW SURGERY,1058-2746,1532-6500,SPORT SCIENCES,3.507,Q2,SCIE
JOURNAL OF SHOULDER AND ELBOW SURGERY,1058-2746,1532-6500, ORTHOPEDICS,3.507,Q2,SCIE
JOURNAL OF SHOULDER AND ELBOW SURGERY,1058-2746,1532-6500, SURGERY,3.507,Q2,SCIE
Strategic Organization,1476-1270,1741-315X,BUSINESS,3.506,Q3,SSCI
Strategic Organization,1476-1270,1741-315X, MANAGEMENT,3.506,Q3,SSCI
JASSS-THE JOURNAL OF ARTIFICIAL SOCIETIES AND SOCIAL SIMULATION,1460-7425,1460-7425,"SOCIAL SCIENCES, INTERDISCIPLINARY",3.506,Q1,SSCI
International Journal of Agricultural Sustainability,1473-5903,1747-762X,"AGRICULTURE, MULTIDISCIPLINARY",3.506,Q1,SCIE
International Journal of Agricultural Sustainability,1473-5903,1747-762X, GREEN & SUSTAINABLE SCIENCE & TECHNOLOGY,3.506,Q4,SCIE
PSYCHIATRIC QUARTERLY,0033-2720,1573-6709,PSYCHIATRY,3.504,Q2,SSCI
MICROPROCESSORS AND MICROSYSTEMS,0141-9331,1872-9436,"ENGINEERING, ELECTRICAL & ELECTRONIC",3.503,Q2,SCIE
MICROPROCESSORS AND MICROSYSTEMS,0141-9331,1872-9436," COMPUTER SCIENCE, HARDWARE & ARCHITECTURE",3.503,Q2,SCIE
MICROPROCESSORS AND MICROSYSTEMS,0141-9331,1872-9436," COMPUTER SCIENCE, THEORY & METHODS",3.503,Q2,SCIE
HEALTH COMMUNICATION,1041-0236,1532-7027,HEALTH POLICY & SERVICES,3.501,Q2,SSCI
HEALTH COMMUNICATION,1041-0236,1532-7027, COMMUNICATION,3.501,Q2,SSCI
World Journal of Psychiatry,2220-3206,2220-3206,PSYCHIATRY,3.5,Q3,SCIE
JOURNAL OF CAREER ASSESSMENT,1069-0727,1552-4590,"PSYCHOLOGY, APPLIED",3.5,Q2,SSCI
Publications Mathematiques de l IHES,0073-8301,1618-1913,MATHEMATICS,3.5,Q1,SCIE
EUROPEAN FOOD RESEARCH AND TECHNOLOGY,1438-2377,1438-2385,FOOD SCIENCE & TECHNOLOGY,3.498,Q2,SCIE
Food Analytical Methods,1936-9751,1936-976X,FOOD SCIENCE & TECHNOLOGY,3.498,Q2,SCIE
Trends in Hearing,2331-2165,2331-2165,OTORHINOLARYNGOLOGY,3.496,Q1,SCIE
Trends in Hearing,2331-2165,2331-2165, AUDIOLOGY & SPEECH-LANGUAGE PATHOLOGY,3.496,Q1,SCIE
ENERGY JOURNAL,0195-6574,1944-9089,ECONOMICS,3.494,Q2,SSCI
ENERGY JOURNAL,0195-6574,1944-9089, ENVIRONMENTAL STUDIES,3.494,Q3,SSCI
ENERGY JOURNAL,0195-6574,1944-9089, ENERGY & FUELS,3.494,Q3,SCIE
Frontiers in Neurorobotics,1662-5218,1662-5218,ROBOTICS,3.493,Q2,SCIE
Frontiers in Neurorobotics,1662-5218,1662-5218," COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE",3.493,Q2,SCIE
Frontiers in Neurorobotics,1662-5218,1662-5218, NEUROSCIENCES,3.493,Q3,SCIE
Channels,1933-6950,1933-6969,BIOCHEMISTRY & MOLECULAR BIOLOGY,3.493,Q3,SCIE
HORMONES AND BEHAVIOR,0018-506X,1095-6867,BEHAVIORAL SCIENCES,3.492,Q2,SCIE
HORMONES AND BEHAVIOR,0018-506X,1095-6867, ENDOCRINOLOGY & METABOLISM,3.492,Q3,SCIE
Behavioral Sleep Medicine,1540-2002,1540-2010,PSYCHIATRY,3.492,Q3,SCIE
Behavioral Sleep Medicine,1540-2002,1540-2010, CLINICAL NEUROLOGY,3.492,Q3,SCIE
Interdisciplinary Sciences-Computational Life Sciences,1913-2751,1867-1462,MATHEMATICAL & COMPUTATIONAL BIOLOGY,3.492,Q2,SCIE
EXPERIMENTAL AND CLINICAL PSYCHOPHARMACOLOGY,1064-1297,1936-2293,"PSYCHOLOGY, CLINICAL",3.492,Q2,SSCI
EXPERIMENTAL AND CLINICAL PSYCHOPHARMACOLOGY,1064-1297,1936-2293," PSYCHOLOGY, BIOLOGICAL",3.492,Q2,SSCI
EXPERIMENTAL AND CLINICAL PSYCHOPHARMACOLOGY,1064-1297,1936-2293, PSYCHIATRY,3.492,Q3,SCIE
EXPERIMENTAL AND CLINICAL PSYCHOPHARMACOLOGY,1064-1297,1936-2293, PHARMACOLOGY & PHARMACY,3.492,Q3,SCIE
IEEE MULTIMEDIA,1070-986X,1941-0166,"COMPUTER SCIENCE, SOFTWARE ENGINEERING",3.491,Q2,SCIE
IEEE MULTIMEDIA,1070-986X,1941-0166," COMPUTER SCIENCE, INFORMATION SYSTEMS",3.491,Q2,SCIE
IEEE MULTIMEDIA,1070-986X,1941-0166," COMPUTER SCIENCE, THEORY & METHODS",3.491,Q2,SCIE
IEEE MULTIMEDIA,1070-986X,1941-0166," COMPUTER SCIENCE, HARDWARE & ARCHITECTURE",3.491,Q2,SCIE
Youth Violence and Juvenile Justice,1541-2040,1556-9330,CRIMINOLOGY & PENOLOGY,3.491,Q1,SSCI
IEEE TRANSACTIONS ON AEROSPACE AND ELECTRONIC SYSTEMS,0018-9251,1557-9603,"ENGINEERING, AEROSPACE",3.491,Q1,SCIE
IEEE TRANSACTIONS ON AEROSPACE AND ELECTRONIC SYSTEMS,0018-9251,1557-9603, TELECOMMUNICATIONS,3.491,Q2,SCIE
IEEE TRANSACTIONS ON AEROSPACE AND ELECTRONIC SYSTEMS,0018-9251,1557-9603," ENGINEERING, ELECTRICAL & ELECTRONIC",3.491,Q2,SCIE
Geoscience Data Journal,2049-6060,2049-6060,"GEOSCIENCES, MULTIDISCIPLINARY",3.488,Q2,SCIE
Geoscience Data Journal,2049-6060,2049-6060, METEOROLOGY & ATMOSPHERIC SCIENCES,3.488,Q3,SCIE
Peer-to-Peer Networking and Applications,1936-6442,1936-6450,"COMPUTER SCIENCE, INFORMATION SYSTEMS",3.488,Q2,SCIE
Peer-to-Peer Networking and Applications,1936-6442,1936-6450, TELECOMMUNICATIONS,3.488,Q2,SCIE
Cardiology Journal,1897-5593,1898-018X,CARDIAC & CARDIOVASCULAR SYSTEMS,3.487,Q2,SCIE
JCO Oncology Practice,2688-1527,2688-1535,ONCOLOGY,3.487,Q3,SCIE
DIGESTIVE DISEASES AND SCIENCES,0163-2116,1573-2568,GASTROENTEROLOGY & HEPATOLOGY,3.487,Q3,SCIE
TELLUS SERIES B-CHEMICAL AND PHYSICAL METEOROLOGY,1600-0889,1600-0889,METEOROLOGY & ATMOSPHERIC SCIENCES,3.486,Q3,SCIE
Journal of Prosthodontics-Implant Esthetic and Reconstructive Dentistry,1059-941X,1532-849X,"DENTISTRY, ORAL SURGERY & MEDICINE",3.485,Q2,SCIE
MOLECULAR IMAGING AND BIOLOGY,1536-1632,1860-2002,"RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING",3.484,Q2,SCIE
BOLETIN DE LA SOCIEDAD ESPANOLA DE CERAMICA Y VIDRIO,0366-3175,2173-0431,"MATERIALS SCIENCE, CERAMICS",3.483,Q1,SCIE
SUPERCONDUCTOR SCIENCE & TECHNOLOGY,0953-2048,1361-6668,"PHYSICS, CONDENSED MATTER",3.482,Q2,SCIE
SUPERCONDUCTOR SCIENCE & TECHNOLOGY,0953-2048,1361-6668," PHYSICS, APPLIED",3.482,Q2,SCIE
JOURNAL OF FLUIDS AND STRUCTURES,0889-9746,1095-8622,MECHANICS,3.482,Q2,SCIE
JOURNAL OF FLUIDS AND STRUCTURES,0889-9746,1095-8622," ENGINEERING, MECHANICAL",3.482,Q2,SCIE
Patient-Patient Centered Outcomes Research,1178-1653,1178-1661,HEALTH POLICY & SERVICES,3.481,Q2,SSCI
Patient-Patient Centered Outcomes Research,1178-1653,1178-1661, HEALTH CARE SCIENCES & SERVICES,3.481,Q2,SCIE
EFSA Journal,,1831-4732,FOOD SCIENCE & TECHNOLOGY,3.48,Q2,SCIE
OBESITY SURGERY,0960-8923,1708-0428,SURGERY,3.479,Q2,SCIE
Educational Assessment Evaluation and Accountability,1874-8597,1874-8600,EDUCATION & EDUCATIONAL RESEARCH,3.479,Q2,SSCI
INTERNATIONAL ORTHOPAEDICS,0341-2695,1432-5195,ORTHOPEDICS,3.479,Q2,SCIE
IEEE Access,2169-3536,2169-3536,"COMPUTER SCIENCE, INFORMATION SYSTEMS",3.476,Q2,SCIE
IEEE Access,2169-3536,2169-3536," ENGINEERING, ELECTRICAL & ELECTRONIC",3.476,Q2,SCIE
IEEE Access,2169-3536,2169-3536, TELECOMMUNICATIONS,3.476,Q2,SCIE
Marketing Theory,1470-5931,1741-301X,BUSINESS,3.476,Q3,SSCI
JOURNAL OF BACTERIOLOGY,0021-9193,1098-5530,MICROBIOLOGY,3.476,Q3,SCIE
ENVIRONMENTAL TECHNOLOGY,0959-3330,1479-487X,ENVIRONMENTAL SCIENCES,3.475,Q3,SCIE
Journal of Global Information Management,1062-7375,1533-7995,INFORMATION SCIENCE & LIBRARY SCIENCE,3.474,Q2,SSCI
Cognitive Neurodynamics,1871-4080,1871-4099,NEUROSCIENCES,3.473,Q3,SCIE
Frontiers in Human Neuroscience,1662-5161,1662-5161,PSYCHOLOGY,3.473,Q2,SCIE
Frontiers in Human Neuroscience,1662-5161,1662-5161, NEUROSCIENCES,3.473,Q3,SCIE
Frontiers in Veterinary Science,,2297-1769,VETERINARY SCIENCES,3.471,Q1,SCIE
EUROPEAN JOURNAL OF PROTISTOLOGY,0932-4739,1618-0429,MICROBIOLOGY,3.471,Q3,SCIE
BOUNDARY-LAYER METEOROLOGY,0006-8314,1573-1472,METEOROLOGY & ATMOSPHERIC SCIENCES,3.471,Q3,SCIE
JOURNAL OF BEHAVIORAL MEDICINE,0160-7715,1573-3521,"PSYCHOLOGY, CLINICAL",3.47,Q2,SSCI
RSC Medicinal Chemistry,,2632-8682,BIOCHEMISTRY & MOLECULAR BIOLOGY,3.47,Q3,SCIE
RSC Medicinal Chemistry,,2632-8682," CHEMISTRY, MEDICINAL",3.47,Q3,SCIE
MALARIA JOURNAL,,1475-2875,PARASITOLOGY,3.469,Q2,SCIE
MALARIA JOURNAL,,1475-2875, TROPICAL MEDICINE,3.469,Q2,SCIE
MALARIA JOURNAL,,1475-2875, INFECTIOUS DISEASES,3.469,Q3,SCIE
IEEE Transactions on Terahertz Science and Technology,2156-342X,2156-3446,OPTICS,3.468,Q2,SCIE
IEEE Transactions on Terahertz Science and Technology,2156-342X,2156-3446," PHYSICS, APPLIED",3.468,Q2,SCIE
IEEE Transactions on Terahertz Science and Technology,2156-342X,2156-3446," ENGINEERING, ELECTRICAL & ELECTRONIC",3.468,Q2,SCIE
International Journal of Social Research Methodology,1364-5579,1464-5300,"SOCIAL SCIENCES, INTERDISCIPLINARY",3.468,Q1,SSCI
JOURNAL OF DERMATOLOGY,0385-2407,1346-8138,DERMATOLOGY,3.468,Q2,SCIE
PATIENT EDUCATION AND COUNSELING,0738-3991,1873-5134,"SOCIAL SCIENCES, INTERDISCIPLINARY",3.467,Q1,SSCI
PATIENT EDUCATION AND COUNSELING,0738-3991,1873-5134," PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH",3.467,Q2,SCIE
PARTICLE & PARTICLE SYSTEMS CHARACTERIZATION,0934-0866,1521-4117,"CHEMISTRY, PHYSICAL",3.467,Q3,SCIE
PARTICLE & PARTICLE SYSTEMS CHARACTERIZATION,0934-0866,1521-4117, NANOSCIENCE & NANOTECHNOLOGY,3.467,Q3,SCIE
PARTICLE & PARTICLE SYSTEMS CHARACTERIZATION,0934-0866,1521-4117," MATERIALS SCIENCE, MULTIDISCIPLINARY",3.467,Q3,SCIE
JOURNAL OF NEUROSURGERY-SPINE,1547-5654,1547-5646,SURGERY,3.467,Q2,SCIE
JOURNAL OF NEUROSURGERY-SPINE,1547-5654,1547-5646, CLINICAL NEUROLOGY,3.467,Q3,SCIE
JOURNAL OF PHYSICAL CHEMISTRY B,1520-6106,1520-5207,"CHEMISTRY, PHYSICAL",3.466,Q3,SCIE
Journal of Exercise Science & Fitness,1728-869X,1728-869X,SPORT SCIENCES,3.465,Q2,SCIE
DISEASE MARKERS,0278-0240,1875-8630,PATHOLOGY,3.464,Q2,SCIE
DISEASE MARKERS,0278-0240,1875-8630, GENETICS & HEREDITY,3.464,Q2,SCIE
DISEASE MARKERS,0278-0240,1875-8630, BIOTECHNOLOGY & APPLIED MICROBIOLOGY,3.464,Q2,SCIE
DISEASE MARKERS,0278-0240,1875-8630," MEDICINE, RESEARCH & EXPERIMENTAL",3.464,Q3,SCIE
International Journal of Mental Health Systems,1752-4458,1752-4458,PSYCHIATRY,3.463,Q2,SSCI
ANNALS OF PHARMACOTHERAPY,1060-0280,1542-6270,PHARMACOLOGY & PHARMACY,3.463,Q3,SCIE
Journal of Infrastructure Systems,1076-0342,1943-555X,"ENGINEERING, CIVIL",3.462,Q2,SCIE
Journal of Outdoor Recreation and Tourism-Research Planning and Management,2213-0780,2213-0799,"HOSPITALITY, LEISURE, SPORT & TOURISM",3.462,Q3,SSCI
AMERICAN JOURNAL OF THE MEDICAL SCIENCES,0002-9629,1538-2990,"MEDICINE, GENERAL & INTERNAL",3.462,Q2,SCIE
Electronic Commerce Research,1389-5753,1572-9362,BUSINESS,3.462,Q3,SSCI
Electronic Commerce Research,1389-5753,1572-9362, MANAGEMENT,3.462,Q3,SSCI
BIOORGANIC & MEDICINAL CHEMISTRY,0968-0896,1464-3391,"CHEMISTRY, ORGANIC",3.461,Q2,SCIE
BIOORGANIC & MEDICINAL CHEMISTRY,0968-0896,1464-3391, BIOCHEMISTRY & MOLECULAR BIOLOGY,3.461,Q3,SCIE
BIOORGANIC & MEDICINAL CHEMISTRY,0968-0896,1464-3391," CHEMISTRY, MEDICINAL",3.461,Q3,SCIE
CHEMBIOCHEM,1439-4227,1439-7633,BIOCHEMISTRY & MOLECULAR BIOLOGY,3.461,Q3,SCIE
CHEMBIOCHEM,1439-4227,1439-7633," CHEMISTRY, MEDICINAL",3.461,Q3,SCIE
Journal of Taibah University for Science,1658-3655,1658-3655,MULTIDISCIPLINARY SCIENCES,3.459,Q2,SCIE
DEVELOPMENT AND CHANGE,0012-155X,1467-7660,DEVELOPMENT STUDIES,3.458,Q2,SSCI
NEPHRON,1660-8151,2235-3186,UROLOGY & NEPHROLOGY,3.457,Q2,SCIE
JOURNAL OF WATER RESOURCES PLANNING AND MANAGEMENT,0733-9496,1943-5452,WATER RESOURCES,3.457,Q2,SCIE
JOURNAL OF WATER RESOURCES PLANNING AND MANAGEMENT,0733-9496,1943-5452," ENGINEERING, CIVIL",3.457,Q2,SCIE
CLINICAL TRANSPLANTATION,0902-0063,1399-0012,SURGERY,3.456,Q2,SCIE
CLINICAL TRANSPLANTATION,0902-0063,1399-0012, TRANSPLANTATION,3.456,Q3,SCIE
JOURNAL OF THERMAL STRESSES,0149-5739,1521-074X,THERMODYNAMICS,3.456,Q2,SCIE
JOURNAL OF THERMAL STRESSES,0149-5739,1521-074X, MECHANICS,3.456,Q2,SCIE
STRESS AND HEALTH,1532-3005,1532-2998,PSYCHOLOGY,3.454,Q2,SCIE
STRESS AND HEALTH,1532-3005,1532-2998," PSYCHOLOGY, APPLIED",3.454,Q2,SSCI
STRESS AND HEALTH,1532-3005,1532-2998, PSYCHIATRY,3.454,Q3,SCIE
STRESS AND HEALTH,1532-3005,1532-2998, PSYCHIATRY,3.454,Q3,SSCI
JOURNAL OF THE AMERICAN DENTAL ASSOCIATION,0002-8177,1943-4723,"DENTISTRY, ORAL SURGERY & MEDICINE",3.454,Q2,SCIE
CLINICAL JOURNAL OF SPORT MEDICINE,1050-642X,1536-3724,PHYSIOLOGY,3.454,Q2,SCIE
CLINICAL JOURNAL OF SPORT MEDICINE,1050-642X,1536-3724, SPORT SCIENCES,3.454,Q2,SCIE
CLINICAL JOURNAL OF SPORT MEDICINE,1050-642X,1536-3724, ORTHOPEDICS,3.454,Q2,SCIE
SIGNAL PROCESSING-IMAGE COMMUNICATION,0923-5965,1879-2677,"ENGINEERING, ELECTRICAL & ELECTRONIC",3.453,Q2,SCIE
SURGICAL ENDOSCOPY AND OTHER INTERVENTIONAL TECHNIQUES,0930-2794,1432-2218,SURGERY,3.453,Q2,SCIE
WORLDS POULTRY SCIENCE JOURNAL,0043-9339,1743-4777,"AGRICULTURE, DAIRY & ANIMAL SCIENCE",3.452,Q1,SCIE
METALS AND MATERIALS INTERNATIONAL,1598-9623,2005-4149,METALLURGY & METALLURGICAL ENGINEERING,3.451,Q2,SCIE
METALS AND MATERIALS INTERNATIONAL,1598-9623,2005-4149," MATERIALS SCIENCE, MULTIDISCIPLINARY",3.451,Q3,SCIE
Fractional Calculus and Applied Analysis,1311-0454,1314-2224,"MATHEMATICS, APPLIED",3.451,Q1,SCIE
Fractional Calculus and Applied Analysis,1311-0454,1314-2224, MATHEMATICS,3.451,Q1,SCIE
Fractional Calculus and Applied Analysis,1311-0454,1314-2224," MATHEMATICS, INTERDISCIPLINARY APPLICATIONS",3.451,Q1,SCIE
Geocarto International,1010-6049,1752-0762,"GEOSCIENCES, MULTIDISCIPLINARY",3.45,Q2,SCIE
Geocarto International,1010-6049,1752-0762, IMAGING SCIENCE & PHOTOGRAPHIC TECHNOLOGY,3.45,Q2,SCIE
Geocarto International,1010-6049,1752-0762, ENVIRONMENTAL SCIENCES,3.45,Q3,SCIE
Geocarto International,1010-6049,1752-0762, REMOTE SENSING,3.45,Q3,SCIE
International Journal of Laboratory Hematology,1751-5521,1751-553X,HEMATOLOGY,3.45,Q3,SCIE
EUROPEAN CYTOKINE NETWORK,,1952-4005,BIOCHEMISTRY & MOLECULAR BIOLOGY,3.45,Q3,SCIE
EUROPEAN CYTOKINE NETWORK,,1952-4005, IMMUNOLOGY,3.45,Q3,SCIE
EUROPEAN CYTOKINE NETWORK,,1952-4005, CELL BIOLOGY,3.45,Q3,SCIE
Waste and Biomass Valorization,1877-2641,1877-265X,ENVIRONMENTAL SCIENCES,3.449,Q3,SCIE
ARCHIVES OF CLINICAL NEUROPSYCHOLOGY,0887-6177,1873-5843,PSYCHOLOGY,3.448,Q2,SCIE
ARCHIVES OF CLINICAL NEUROPSYCHOLOGY,0887-6177,1873-5843," PSYCHOLOGY, CLINICAL",3.448,Q2,SSCI
Applied Research in Quality of Life,1871-2584,1871-2576,"SOCIAL SCIENCES, INTERDISCIPLINARY",3.447,Q1,SSCI
JOURNAL OF CLUSTER SCIENCE,1040-7278,1572-8862,"CHEMISTRY, INORGANIC & NUCLEAR",3.447,Q2,SCIE
Journal of Benefit-Cost Analysis,2194-5888,2152-2812,ECONOMICS,3.447,Q2,SSCI
TRANSACTIONS OF THE INSTITUTE OF BRITISH GEOGRAPHERS,0020-2754,1475-5661,GEOGRAPHY,3.445,Q2,SSCI
Social Psychology,1864-9335,2151-2590,"PSYCHOLOGY, SOCIAL",3.444,Q3,SSCI
Journal of Global Information Technology Management,1097-198X,2333-6846,INFORMATION SCIENCE & LIBRARY SCIENCE,3.444,Q2,SSCI
JOURNAL OF NONLINEAR SCIENCE,0938-8974,1432-1467,"PHYSICS, MATHEMATICAL",3.443,Q1,SCIE
JOURNAL OF NONLINEAR SCIENCE,0938-8974,1432-1467," MATHEMATICS, APPLIED",3.443,Q1,SCIE
JOURNAL OF NONLINEAR SCIENCE,0938-8974,1432-1467, MECHANICS,3.443,Q2,SCIE
Leukos,1550-2724,1550-2716,CONSTRUCTION & BUILDING TECHNOLOGY,3.441,Q2,SCIE
Leukos,1550-2724,1550-2716, OPTICS,3.441,Q2,SCIE
JOURNAL OF MECHANICAL DESIGN,1050-0472,1528-9001,"ENGINEERING, MECHANICAL",3.441,Q2,SCIE
QUALITY OF LIFE RESEARCH,0962-9343,1573-2649,"PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH",3.44,Q2,SSCI
QUALITY OF LIFE RESEARCH,0962-9343,1573-2649," PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH",3.44,Q2,SCIE
QUALITY OF LIFE RESEARCH,0962-9343,1573-2649, HEALTH CARE SCIENCES & SERVICES,3.44,Q2,SCIE
QUALITY OF LIFE RESEARCH,0962-9343,1573-2649, HEALTH POLICY & SERVICES,3.44,Q2,SSCI
Journal of Aerosol Medicine and Pulmonary Drug Delivery,1941-2711,1941-2703,RESPIRATORY SYSTEM,3.44,Q3,SCIE
Practical Radiation Oncology,1879-8500,1879-8500,"RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING",3.439,Q2,SCIE
Practical Radiation Oncology,1879-8500,1879-8500, ONCOLOGY,3.439,Q3,SCIE
FOUNDATIONS OF COMPUTATIONAL MATHEMATICS,1615-3375,1615-3383,MATHEMATICS,3.439,Q1,SCIE
FOUNDATIONS OF COMPUTATIONAL MATHEMATICS,1615-3375,1615-3383," MATHEMATICS, APPLIED",3.439,Q1,SCIE
FOUNDATIONS OF COMPUTATIONAL MATHEMATICS,1615-3375,1615-3383," COMPUTER SCIENCE, THEORY & METHODS",3.439,Q2,SCIE
Expert Review of Medical Devices,1743-4440,1745-2422,"ENGINEERING, BIOMEDICAL",3.439,Q3,SCIE
Journal of Immunotoxicology,1547-691X,1547-6901,TOXICOLOGY,3.439,Q3,SCIE
Rhizosphere,,2452-2198,PLANT SCIENCES,3.437,Q2,SCIE
Rhizosphere,,2452-2198, SOIL SCIENCE,3.437,Q2,SCIE
BMC EVOLUTIONARY BIOLOGY,1471-2148,1471-2148,EVOLUTIONARY BIOLOGY,3.436,Q2,SCIE
BMC EVOLUTIONARY BIOLOGY,1471-2148,1471-2148, GENETICS & HEREDITY,3.436,Q3,SCIE
BIOPROCESS AND BIOSYSTEMS ENGINEERING,1615-7591,1615-7605,"ENGINEERING, CHEMICAL",3.434,Q2,SCIE
BIOPROCESS AND BIOSYSTEMS ENGINEERING,1615-7591,1615-7605, BIOTECHNOLOGY & APPLIED MICROBIOLOGY,3.434,Q2,SCIE
YALE JOURNAL OF BIOLOGY AND MEDICINE,0044-0086,1551-4056,BIOLOGY,3.434,Q2,SCIE
EJNMMI Research,2191-219X,2191-219X,"RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING",3.434,Q2,SCIE
Journal of Environmental Health Science and Engineering,,2052-336X,"ENGINEERING, ENVIRONMENTAL",3.433,Q3,SCIE
Journal of Environmental Health Science and Engineering,,2052-336X, ENVIRONMENTAL SCIENCES,3.433,Q3,SCIE
APPLIED VEGETATION SCIENCE,1402-2001,1654-109X,FORESTRY,3.431,Q1,SCIE
APPLIED VEGETATION SCIENCE,1402-2001,1654-109X, PLANT SCIENCES,3.431,Q2,SCIE
APPLIED VEGETATION SCIENCE,1402-2001,1654-109X, ECOLOGY,3.431,Q2,SCIE
JOURNALISM & MASS COMMUNICATION QUARTERLY,1077-6990,2161-430X,COMMUNICATION,3.431,Q2,SSCI
Nurse Education in Practice,1471-5953,1873-5223,NURSING,3.43,Q1,SCIE
Nurse Education in Practice,1471-5953,1873-5223, NURSING,3.43,Q1,SSCI
PHARMACOLOGY,0031-7012,1423-0313,PHARMACOLOGY & PHARMACY,3.429,Q3,SCIE
INFORMATICA,0868-4952,1822-8844,"MATHEMATICS, APPLIED",3.429,Q1,SCIE
INFORMATICA,0868-4952,1822-8844," COMPUTER SCIENCE, INFORMATION SYSTEMS",3.429,Q2,SCIE
PHOTOSYNTHESIS RESEARCH,0166-8595,1573-5079,PLANT SCIENCES,3.429,Q2,SCIE
APMIS,0903-4641,1600-0463,PATHOLOGY,3.428,Q2,SCIE
APMIS,0903-4641,1600-0463, MICROBIOLOGY,3.428,Q3,SCIE
APMIS,0903-4641,1600-0463, IMMUNOLOGY,3.428,Q3,SCIE
INORGANIC CHEMISTRY COMMUNICATIONS,1387-7003,1879-0259,"CHEMISTRY, INORGANIC & NUCLEAR",3.428,Q2,SCIE
AERA Open,,2332-8584,EDUCATION & EDUCATIONAL RESEARCH,3.427,Q2,SSCI
INTERNATIONAL JOURNAL OF TUBERCULOSIS AND LUNG DISEASE,1027-3719,1815-7920,INFECTIOUS DISEASES,3.427,Q3,SCIE
INTERNATIONAL JOURNAL OF TUBERCULOSIS AND LUNG DISEASE,1027-3719,1815-7920, RESPIRATORY SYSTEM,3.427,Q3,SCIE
MARKETING LETTERS,0923-0645,1573-059X,BUSINESS,3.426,Q3,SSCI
Asia Pacific Journal of Human Resources,1038-4111,1744-7941,INDUSTRIAL RELATIONS & LABOR,3.426,Q2,SSCI
Asia Pacific Journal of Human Resources,1038-4111,1744-7941, MANAGEMENT,3.426,Q3,SSCI
